T,num_series,coint_frac,num_of_rw,SADF,crit_95,crit_99
300,2,0.4,0.6,2.5146,3.447,4.163
300,2,0.6,0.6,3.2608,2.661,3.437
300,2,0.8,0.6,3.4304,1.264,2.444
500,2,0.4,0.6,20.0537,2.328,3.018
500,2,0.6,0.6,15.9958,2.681,3.548
500,2,0.8,0.6,5.9914,2.088,2.99
800,2,0.4,0.6,22.9139,2.273,2.979
800,2,0.6,0.6,26.975,2.637,3.502
800,2,0.8,0.6,14.115,2.027,2.97
1000,2,0.4,0.6,27.971,2.357,2.915
1000,2,0.6,0.6,28.8245,2.342,3.291
1000,2,0.8,0.6,25.9242,1.683,2.959
